#NOTES: 
#All Castle doors and gates are found in the castledoor.sql
#All Fort doors and gates are found in the fort_door.sql
#All thrones and signs are found in the staticobject.csv
#To make a door unlockable through the unlock skill, add true to the end of the string
#Table Description:
#name;static_object_id;posx;posy;posz;pos_minx;pos_miny;pos_minz;pos_maxx;pos_maxy;pos_maxz;hp;physical_defence;magic_defence;unlockable;auto_open

# Aden - Clan Halls
count_hall_gate;25150013;184798;-85582;-7064;184787;-85759;-7259;184857;-85401;-7003;158250;644;518;False
marquis_hall_gate;25150014;186575;-85576;-7066;186560;-85758;-7265;186643;-85390;-7009;158250;644;518;False
duke_hall_gate;25150015;188361;-85576;-7066;188344;-85772;-7259;188426;-85383;-7003;158250;644;518;False
imp_grave_gate;25150016;190191;-85576;-7064;190151;-85760;-7265;190232;-85393;-7009;158250;644;518;False

#Ruler
ent_ruler;25150001;179516;-88988;-7068;179505;-89155;-7253;179567;-88805;-6997;158250;644;518;False
vs_hall_2;25150002;181251;-88979;-7069;181240;-89155;-7254;181304;-88804;-6998;158250;644;518;False
ct_ahll_2;25150003;183055;-88979;-7065;183038;-89166;-7261;183120;-88796;-7005;158250;644;518;False
mr_hall_2;25150004;184881;-88969;-7068;184871;-89148;-7243;184946;-88790;-6987;158250;644;518;False
dk_hall_2;25150005;186685;-88965;-7064;186678;-89151;-7261;186742;-88788;-7005;158250;644;518;False
em_grav_2;25150006;188474;-88968;-7066;188463;-89147;-7261;188527;-88793;-7005;158250;644;518;False

# Great Sage Mos
ent_grtsage;25150031;173218;-86614;-7076;173033;-86673;-7268;173400;-86604;-7012;158250;644;518;False
vs_hall_3;25150032;173218;-84780;-7072;173032;-84846;-7268;173404;-84768;-7012;158250;644;518;False
ct_ahll_3;25150033;173214;-82974;-7072;173034;-83033;-7259;173388;-82966;-7003;158250;644;518;False
mr_hall_3;25150034;173212;-81165;-7066;173034;-81221;-7254;173388;-81152;-6998;158250;644;518;False
dk_hall_3;25150035;173208;-79393;-7061;173035;-79450;-7253;173391;-79384;-6997;158250;644;518;False
em_grav_3;25150036;173198;-77563;-7063;173019;-77621;-7253;173369;-77558;-6997;158250;644;518;False

#Judge Mos
ent_judge;25150021;175610;-82701;-7057;175429;-82761;-7251;175790;-82691;-6995;158250;644;518;False
vs_hall_4;25150022;175606;-80956;-7075;175421;-81024;-7260;175805;-80937;-7004;158250;644;518;False
ct_ahll_4;25150023;175602;-79162;-7071;175426;-79217;-7259;175777;-79155;-7003;158250;644;518;False
mr_hall_4;25150024;175602;-77330;-7074;175425;-77387;-7265;175778;-77319;-7009;158250;644;518;False
dk_hall_4;25150025;175597;-75538;-7061;175415;-75595;-7258;175777;-75529;-7002;158250;644;518;False
em_grav_4;25150026;175592;-73721;-7063;175401;-73781;-7257;175767;-73712;-7001;158250;644;518;False

# Goddard - Clan Halls
goddard_clanhall_001;24160001;146438;-55458;-2792;146432;-55506;-2821;146450;-55453;-2371;158250;644;518;False
goddard_clanhall_002;24160002;146449;-55547;-2792;146437;-55552;-2819;146455;-55497;-2369;158250;644;518;False
goddard_clanhall_003;24160003;147071;-56472;-2792;147065;-56500;-2815;147117;-56465;-2365;158250;644;518;False
goddard_clanhall_004;24160004;147151;-56514;-2792;147105;-56522;-2818;147158;-56486;-2368;158250;644;518;False
goddard_clanhall_005;24160005;148262;-56520;-2792;148255;-56529;-2823;148310;-56490;-2373;158250;644;518;False
goddard_clanhall_006;24160006;148342;-56478;-2792;148296;-56508;-2824;148348;-56470;-2374;158250;644;518;False
goddard_clanhall_007;24160007;148971;-55557;-2792;148965;-55561;-2812;148982;-55509;-2362;158250;644;518;False
goddard_clanhall_008;24160008;148982;-55468;-2792;148970;-55520;-2821;148988;-55464;-2371;158250;644;518;False

# Forges of the God
godad_DCDoor_001;24210004;190918;-115529;-1529;190891;-115626;-1619;190944;-115430;-1363;158250;644;518;False
godad_DCDoor1F_002a;24210005;189480;-108511;-964;189380;-108551;-1056;189579;-108473;-800;158250;644;518;False
godad_DCDoor2F_003a;24210006;191458;-108107;-962;191357;-108153;-1058;191557;-108058;-802;158250;644;518;False

#Border Outpost
borderoutpost_Door_001a;23170001;114044;-17952;-1748;0;0;0;0;0;0;158250;644;518;False
borderoutpost_Door_002;24170001;157981;-25122;-1195;0;0;0;0;0;0;158250;644;518;False

# Giran - Clan Halls
giran_clanhall_009;22220003;81873;151943;-3488;81870;151892;-3545;81877;151944;-3095;126600;644;518;False
giran_clanhall_010;22220004;81873;151842;-3488;81870;151842;-3545;81877;151894;-3095;126600;644;518;False
giran_clanhall_007;22220005;81196;151657;-3490;81192;151605;-3546;81200;151658;-3096;158250;644;518;False
giran_clanhall_008;22220006;81196;151556;-3490;81192;151555;-3546;81200;151607;-3096;158250;644;518;False
giran_clanhall_006;22220007;78622;148327;-3553;78570;148323;-3614;78623;148331;-3164;158250;644;518;False
giran_clanhall_005;22220008;78521;148327;-3553;78520;148323;-3614;78572;148331;-3164;158250;644;518;False
giran_clanhall_003;22220009;81831;145368;-3489;81827;145316;-3546;81835;145369;-3096;158250;644;518;False
giran_clanhall_004;22220010;81831;145267;-3489;81828;145265;-3546;81835;145319;-3096;158250;644;518;False
giran_clanhall_002;22220011;83618;145382;-3360;83614;145330;-3417;83623;145383;-2967;158250;644;518;False
giran_clanhall_001;22220012;83618;145281;-3360;83614;145280;-3417;83622;145332;-2967;158250;644;518;False
                                          
#Godad Elmore
godad_ElmoreDoor_001;24140001;140728;-124477;-1894;140725;-124478;-1913;140754;-124437;-1463;158250;644;518;False
godad_ElmoreDoor_002;24140002;140778;-124402;-1894;140750;-124440;-1923;140779;-124399;-1473;158250;644;518;False
godad_ElmoreDoor_003;24140003;141149;-124310;-1894;141146;-124336;-1921;141187;-124306;-1471;158250;644;518;False
godad_ElmoreDoor_004;24140004;141224;-124360;-1894;141184;-124361;-1920;141225;-124332;-1470;158250;644;518;False
godad_ElmoreDoor_005;24140005;141281;-124738;-1894;141253;-124777;-1949;141282;-124735;-1499;158250;644;518;False
godad_ElmoreDoor_006;24140006;141231;-124813;-1894;141228;-124814;-1947;141258;-124772;-1497;158250;644;518;False
godad_ElmoreDoor_007;24140007;140702;-123836;-1932;140700;-123886;-1942;140715;-123835;-1492;158250;644;518;False
godad_ElmoreDoor_008;24140008;140722;-123934;-1932;140709;-123935;-1941;140723;-123884;-1491;158250;644;518;False

#Schuttgart clan hall doors
schuttgart_clan_hall_1;22130017;86119;-143216;-1325;86098;-143241;-1353;86114;-143190;-903;158250;644;518;False
schuttgart_clan_hall_2;22130018;86124;-143169;-1325;86104;-143196;-1352;86120;-143144;-902;158250;644;518;False
schuttgart_clan_hall_4;22130019;86797;-142207;-1325;86725;-142232;-1352;86775;-142199;-902;158250;644;518;False
schuttgart_clan_hall_3;22130020;86755;-142227;-1325;86765;-142211;-1352;86814;-142177;-902;158250;644;518;False
schuttgart_clan_hall_6;22130021;87934;-142214;-1325;87915;-142218;-1352;87964;-142186;-902;158250;644;518;False
schuttgart_clan_hall_5;22130022;87970;-142235;-1325;87955;-142239;-1352;88004;-142207;-902;158250;644;518;False
schuttgart_clan_hall_8;22130023;88618;-143224;-1325;88615;-143205;-1352;88633;-143153;-902;158250;644;518;False
schuttgart_clan_hall_7;22130024;88611;-143182;-1325;88621;-143249;-1353;88639;-143197;-903;158250;644;518;False

#Rune clan hall doors
rune_clan_hall_01;21160001;37748;-50417;899;37681;-50451;900;37735;-50397;1350;158250;644;518;False
rune_clan_hall_02;21160002;37701;-50416;899;37716;-50451;900;37770;-50397;1350;158250;644;518;False
rune_clan_hall_03;21160003;38580;-50107;899;38523;-50167;900;38577;-50113;1350;158250;644;518;False
rune_clan_hall_04;21160004;38538;-50126;898;38558;-50150;900;38612;-50096;1350;158250;644;518;False
rune_clan_hall_05;21160005;39141;-49474;899;39103;-49542;900;39157;-49488;1350;158250;644;518;False
rune_clan_hall_06;21160006;39116;-49513;899;39121;-49509;900;39175;-49455;1350;158250;644;518;False
rune_clan_hall_07;21160007;39328;-48225;897;39311;-48293;898;39365;-48239;1348;158250;644;518;False
rune_clan_hall_08;21160008;39326;-48267;895;39311;-48249;898;39365;-48195;1348;158250;644;518;False
rune_clan_hall_09;21160009;39130;-46972;899;39134;-47028;900;39188;-46974;1350;158250;644;518;False
rune_clan_hall_10;21160010;39148;-47009;899;39113;-46996;900;39167;-46942;1350;158250;644;518;False
rune_clan_hall_11;21160011;38559;-46356;899;38574;-46387;900;38628;-46333;1350;158250;644;518;False
rune_clan_hall_12;21160012;38600;-46378;899;38535;-46374;900;38589;-46320;1350;158250;644;518;False
rune_clan_hall_13;21160013;37718;-46058;899;37735;-46076;900;37789;-46022;1350;158250;644;518;False
rune_clan_hall_14;21160014;37766;-46060;899;37691;-46073;900;37745;-46019;1350;158250;644;518;False

Temple_Gate;19160001;-16369;-36806;-10725;-16654;-36864;-10759;-16080;-36735;-10535;158250;644;518;True;False
Anteroom_Door001;19160002;-14868;-38977;-10725;-14982;-38989;-10760;-14764;-38936;-10394;158250;644;518;True;False
Anteroom_Door002;19160003;-14595;-39831;-10725;-14618;-39924;-10760;-14562;-39710;-10394;158250;644;518;True;False
Anteroom_Door003;19160004;-14618;-41675;-10725;-14618;-41789;-10759;-14562;-41575;-10393;158250;644;518;True;False
Anteroom_Door004;19160005;-14867;-42518;-10725;-14982;-42573;-10759;-14764;-42521;-10395;158250;644;518;True;False
Anteroom_Door005;19160006;-17855;-42547;-10725;-17974;-42573;-10759;-17756;-42521;-10395;158250;644;518;True;False
Anteroom_Door006;19160007;-18140;-41692;-10725;-18170;-41797;-10759;-18114;-41582;-10393;158250;644;518;True;False
Anteroom_Door007;19160008;-18140;-39825;-10725;-18170;-39931;-10760;-18115;-39720;-10394;158250;644;518;True;False
Anteroom_Door008;19160009;-17872;-38967;-10725;-17970;-38989;-10759;-17752;-38936;-10393;158250;644;518;True;False
Chapel_Door001;19160010;-16148;-44158;-10725;-16654;-44235;-10880;-16080;-44081;-10385;158250;644;518;True;False
Chapel_Door002;19160011;-16582;-44156;-10725;-16654;-44235;-10880;-16079;-44082;-10382;158250;644;518;True;False
Door_of_Darkness001;19160012;-14513;-52490;-11013;-14560;-52657;-11053;-14495;-52307;-10813;158250;644;518;True;False
Door_of_Darkness002;19160013;-18278;-52474;-11013;-18303;-52657;-11053;-18224;-52305;-10813;158250;644;518;True;False
Altar_Entrance001;19160014;-14829;-54967;-10603;-14965;-54986;-10635;-14696;-54962;-10361;158250;644;518;False
Altar_Entrance002;19160015;-17959;-54973;-10603;-18097;-54990;-10635;-17824;-54958;-10361;158250;644;518;False
Altar_Entrance001;19160016;-15362;-54835;-10449;-15388;-55020;-10487;-15339;-54697;-10323;158250;644;518;False
Altar_Entrance002;19160017;-17420;-54835;-10449;-17449;-55020;-10487;-17400;-54696;-10325;158250;644;518;False
#========================================
Wild_beast_reserve_Door002;21150001;59974;-94123;-1350;59945;-94178;-1382;59985;-94114;-1226;158250;644;518;False
Wild_beast_reserve_Door001;21150002;59922;-94221;-1350;59917;-94231;-1382;59957;-94166;-1226;158250;644;518;False
Wild_beast_reserve_Gate001;21150003;55320;-93265;-1360;55294;-93274;-1396;55338;-93143;-1138;158250;644;518;False
Wild_beast_reserve_Gate002;21150004;55260;-93052;-1360;55257;-93158;-1396;55304;-93031;-1138;158250;644;518;False
Wild_beast_reserve_Fence001;21150005;58474;-93976;-1360;58304;-94077;-1391;58685;-93846;-1369;158250;644;518;False
Wild_beast_reserve_Fence002;21150006;56858;-93648;-1364;56697;-93815;-1394;57010;-93497;-1372;158250;644;518;False
Wild_beast_reserve_Fence003;21150007;56634;-91988;-1360;56516;-92178;-1391;56731;-91807;-1369;158250;644;518;False
Wild_beast_reserve_Fence004;21150008;58167;-91263;-1360;57979;-91316;-1391;58373;-91198;-1369;158250;644;518;False
Wild_beast_reserve_Fence005;21150009;59303;-92530;-1360;59264;-92718;-1391;59368;-92322;-1369;158250;644;518;False
#===================================
Fortress_of_the_Dead_Outer_Gate001;21170002;58046;-29474;568;0;0;0;0;0;0;158250;644;518;False
Fortress_of_the_Dead_Outer_Gate002;21170001;57871;-29474;568;0;0;0;0;0;0;158250;644;518;False
Fortress_of_the_Dead_Door001;21170003;56991;-27197;578;0;0;0;0;0;0;158250;644;518;False
Fortress_of_the_Dead_Door002;21170004;56991;-27307;578;0;0;0;0;0;0;158250;644;518;False
Fortress_of_the_Dead_Door003;21170006;57910;-26384;592;0;0;0;0;0;0;158250;644;518;False
Fortress_of_the_Dead_Door004;21170005;58016;-26390;592;0;0;0;0;0;0;158250;644;518;False
#================================================
Ice_Wall001;23140001;115272;-125752;-3458;113857;-126163;-3665;114018;-125900;-3283;158250;644;518;False
Ice_Wall002;23140002;113934;-126025;-3457;115218;-125871;-3664;115377;-125612;-3282;158250;644;518;False
Secret_Door001;23150001;110714;-81562;-1589;110610;-81591;-1618;110826;-81545;-1454;158250;644;518;True
Secret_Door002;23150002;114877;-71466;-549;114782;-71474;-578;114981;-71425;-414;158250;644;518;True
Gate_of_Splendor001;23150003;112690;-78084;59;112641;-78096;22;112816;-78064;638;158250;644;518;False
Gate_of_Splendor002;23150004;112910;-78084;59;112782;-78096;22;112958;-78064;638;158250;644;518;False
Mausoleum_Gate002;25150042;174064;-77591;-4968;173885;-77648;-5160;174242;-77585;-4776;158250;644;518;False
Mausoleum_Gate001;25150043;174063;-80203;-4968;173884;-80260;-5160;174241;-80197;-4776;158250;644;518;False
Mausoleum_Gate001;25150045;174063;-83355;-4961;173884;-83412;-5153;174241;-83349;-4769;158250;644;518;False
Mausoleum_Gate003;25150046;174237;-86037;-4923;173998;-86081;-5153;174475;-85991;-4693;158250;644;518;False
Gate_of_Errors001;25150051;173133;-76024;-4884;173055;-76456;-5166;173219;-75593;-4602;158250;644;518;False
Gate_of_Errors002;25150052;173402;-76721;-4884;173050;-77061;-5166;173713;-76410;-4602;158250;644;518;False
Gate_of_Errors003;25150053;174100;-77007;-4884;173672;-77063;-5166;174532;-76941;-4602;158250;644;518;False
Gate_of_Errors004;25150054;174792;-76730;-4884;174474;-77073;-5166;175130;-76423;-4602;158250;644;518;False
Gate_of_Errors005;25150055;175076;-76037;-4884;175011;-76464;-5166;175135;-75608;-4602;158250;644;518;False
Gate_of_Errors006;25150056;174805;-75336;-4884;174491;-75655;-5166;175148;-74997;-4602;158250;644;518;False
Gate_of_Errors007;25150057;174108;-75056;-4884;173673;-75126;-5166;174548;-74988;-4602;158250;644;518;False
Gate_of_Errors008;25150058;173416;-75326;-4884;173071;-75649;-5166;173737;-74984;-4602;158250;644;518;False
Gate_of_Errors;25150061;174507;-83018;-4891;174447;-83266;-5160;174566;-82752;-4622;158250;644;518;False
Gate_of_Errors;25150062;174631;-82513;-4891;174423;-82819;-5157;174845;-82143;-4625;158250;644;518;False
Gate_of_Errors;25150063;174766;-81794;-4877;174701;-82220;-5159;174833;-81379;-4595;158250;644;518;False
Gate_of_Errors;25150064;174641;-81073;-4891;174442;-81443;-5158;174847;-80769;-4624;158250;644;518;False
Gate_of_Errors;25150065;174508;-80552;-4891;174450;-80821;-5160;174569;-80304;-4622;158250;644;518;False
Gate_of_Errors;25150066;173635;-80552;-4891;173581;-80807;-5160;173691;-80297;-4622;158250;644;518;False
Gate_of_Errors;25150067;173511;-81056;-4891;173319;-81421;-5168;173709;-80766;-4614;158250;644;518;False
Gate_of_Errors;25150068;173376;-81776;-4877;173308;-82196;-5161;173449;-81386;-4593;158250;644;518;False
Gate_of_Errors;25150069;173501;-82497;-4891;173307;-82774;-5158;173701;-82170;-4624;158250;644;518;False
Gate_of_Errors;25150070;173634;-83018;-4891;173574;-83268;-5160;173692;-82763;-4622;158250;644;518;False
